Line,Tag,Source,Path,Flags,File Number,Sequence Number,Size,Allocated Size,Creation Time,Modification Time,Access Time,Changed Time
478,Unchecked,Index Slack,/$Recycle.Bin/S-1-5-21-3945945446-439615100-1550422191-1001/$RN8JKS7.jj5/vs_installer.exe,ARCHIVE,0,0,202192,204800,2023-05-10T23:16:19.545520+00:00,2023-05-10T23:16:19.547514+00:00,2023-05-10T23:16:19.547514+00:00,2023-05-10T23:16:19.547514+00:00
2754,Unchecked,Index Slack,/Windows/write.exe,ARCHIVE,0,0,11264,12288,2019-12-07T09:52:00.029852+00:00,2019-12-06T21:29:00+00:00,2022-11-04T03:45:19.693688+00:00,2022-10-19T00:42:04.134116+00:00
3346,Unchecked,Index Slack,/Users/layne/AppData/Local/Temp/5wzz2z3x.0ae/vs_installer.exe,ARCHIVE,0,0,206240,208896,2023-05-25T18:22:48.380364+00:00,2023-05-25T18:22:48.382360+00:00,2023-05-25T18:22:48.382360+00:00,2023-05-25T18:22:48.382360+00:00
3363,Unchecked,Index Slack,/Windows/Fonts/FN.exe,ARCHIVE,0,0,620096,622592,2022-10-31T03:53:15.228244+00:00,2022-10-31T03:53:15.737630+00:00,2022-10-31T04:54:02.086980+00:00,2022-10-31T03:53:15.737630+00:00
4774,Unchecked,Index Slack,/Windows/Logs/wUi7x.exe,ARCHIVE,0,0,4447252,4448256,2022-10-29T00:48:06.579124+00:00,2022-10-29T00:48:06.580120+00:00,2022-10-29T00:48:06.580120+00:00,2022-10-29T00:48:06.580120+00:00
5137,Unchecked,Index Slack,/Windows/Microsoft.NET/Framework/v4.0.30319/RegAsm.exe,ARCHIVE,0,0,65440,65536,2019-12-07T09:10:47.461848+00:00,2019-12-07T09:10:47.461848+00:00,2019-12-07T09:10:47.461848+00:00,2022-10-19T04:09:08.474264+00:00
9173,Unchecked,Index Slack,/Windows/System32/bcdedit.exe,ARCHIVE,30008,1,490808,491520,2021-10-06T13:51:08.075788+00:00,2021-10-06T13:51:08.075788+00:00,2021-10-06T13:51:08.075788+00:00,2022-10-19T04:07:48.486590+00:00
9176,Unchecked,Index Slack,/Windows/System32/bitsadmin.exe,ARCHIVE,0,0,211456,212992,2019-12-07T09:08:46.049404+00:00,2019-12-07T09:08:46.049404+00:00,2023-04-24T02:19:46.278148+00:00,2023-04-13T22:22:28.122364+00:00
9177,Unchecked,Index Slack,/Windows/System32/bitsadmin.exe,ARCHIVE,0,0,211456,212992,2019-12-07T09:08:46.049404+00:00,2019-12-07T09:08:46.049404+00:00,2023-04-24T02:19:46.278148+00:00,2023-04-13T22:22:28.122364+00:00
9188,Unchecked,Index Slack,/Windows/System32/conhost.exe,ARCHIVE,30026,1,868864,872448,2021-10-06T13:51:55.204992+00:00,2021-10-06T13:51:55.220592+00:00,2021-10-06T13:51:55.220592+00:00,2022-10-19T04:07:48.486590+00:00
9190,Unchecked,Index Slack,/Windows/System32/convertvhd.exe,ARCHIVE,30028,1,229176,229376,2021-10-06T13:51:46.201118+00:00,2021-10-06T13:51:46.201118+00:00,2021-10-06T13:51:46.201118+00:00,2022-10-19T04:07:48.486590+00:00
9191,Unchecked,Index Slack,/Windows/System32/CredentialUIBroker.exe,ARCHIVE,30031,1,148272,151552,2021-10-06T13:52:00.814896+00:00,2021-10-06T13:52:00.814896+00:00,2021-10-06T13:52:00.814896+00:00,2022-10-19T04:07:48.486590+00:00
9211,Unchecked,Index Slack,/Windows/System32/find.exe,ARCHIVE,30082,1,17920,20480,2019-12-07T09:09:37.707866+00:00,2019-12-07T09:09:37.707866+00:00,2019-12-07T09:09:37.707866+00:00,2022-10-19T04:07:48.486590+00:00
9213,Unchecked,Index Slack,/Windows/System32/fixmapi.exe,ARCHIVE,30084,1,21504,24576,2021-10-06T13:51:15.497694+00:00,2021-10-06T13:51:15.497694+00:00,2021-10-06T13:51:15.497694+00:00,2022-10-19T04:07:48.486590+00:00
9215,Unchecked,Index Slack,/Windows/System32/fontdrvhost.exe,ARCHIVE,30090,1,830520,831488,2021-10-06T13:52:00.377430+00:00,2021-10-06T13:52:00.393068+00:00,2021-10-06T13:52:00.393068+00:00,2022-10-19T04:07:48.486590+00:00
9249,Unchecked,Index Slack,/Windows/System32/klist.exe,ARCHIVE,60628,1,91136,94208,2021-10-06T13:52:53.247396+00:00,2021-10-06T13:52:53.263024+00:00,2021-10-06T13:52:53.263024+00:00,2022-10-19T04:09:05.911754+00:00
9252,Unchecked,Index Slack,/Windows/System32/ksetup.exe,ARCHIVE,60631,1,40448,40960,2019-12-07T09:09:46.007034+00:00,2019-12-07T09:09:46.007034+00:00,2019-12-07T09:09:46.007034+00:00,2022-10-19T04:09:05.911754+00:00
9267,Unchecked,Index Slack,/Windows/System32/newdev.exe,ARCHIVE,30153,1,72192,73728,2021-10-06T13:52:10.033726+00:00,2021-10-06T13:52:10.033726+00:00,2021-10-06T13:52:10.033726+00:00,2022-10-19T04:07:48.502240+00:00
9269,Unchecked,Index Slack,/Windows/System32/notepad.exe,ARCHIVE,30155,1,211968,212992,2021-10-06T13:53:36.789722+00:00,2021-10-06T13:53:36.789722+00:00,2021-10-06T13:53:36.789722+00:00,2022-10-19T04:07:48.502240+00:00
9274,Unchecked,Index Slack,/Windows/System32/ntoskrnl.exe,ARCHIVE,30158,1,10846032,10846208,2021-10-06T13:51:59.174206+00:00,2021-10-06T13:51:59.549238+00:00,2021-10-06T13:51:59.549238+00:00,2022-10-19T04:07:48.502240+00:00
9276,Unchecked,Index Slack,/Windows/System32/ntprint.exe,ARCHIVE,30161,1,64000,65536,2021-10-06T13:52:11.830606+00:00,2021-10-06T13:52:11.830606+00:00,2021-10-06T13:52:11.830606+00:00,2022-10-19T04:07:48.502240+00:00
9279,Unchecked,Index Slack,/Windows/System32/pacjsworker.exe,ARCHIVE,30168,1,12288,12288,2021-10-06T13:51:56.751844+00:00,2021-10-06T13:51:56.751844+00:00,2021-10-06T13:51:56.751844+00:00,2022-10-19T04:07:48.502240+00:00
9280,Unchecked,Index Slack,/Windows/System32/refsutil.exe,ARCHIVE,30195,1,1032704,1036288,2021-10-06T13:51:52.970612+00:00,2021-10-06T13:51:52.986210+00:00,2021-10-06T13:51:52.986210+00:00,2022-10-19T04:07:48.502240+00:00
9283,Unchecked,Index Slack,/Windows/System32/replace.exe,ARCHIVE,30206,1,22528,24576,2019-12-07T09:09:37.707866+00:00,2019-12-07T09:09:37.707866+00:00,2019-12-07T09:09:37.707866+00:00,2022-10-19T04:07:48.502240+00:00
9288,Unchecked,Index Slack,/Windows/System32/runexehelper.exe,ARCHIVE,30217,1,60928,61440,2021-10-06T13:51:57.079992+00:00,2021-10-06T13:51:57.079992+00:00,2021-10-06T13:51:57.079992+00:00,2022-10-19T04:07:48.502240+00:00
9299,Unchecked,Index Slack,/Windows/System32/ucsvc.exe,ARCHIVE,0,0,56632,57344,2019-12-07T09:08:58.785452+00:00,2019-12-07T09:08:58.785452+00:00,2019-12-07T09:08:58.785452+00:00,2022-10-19T04:07:48.517830+00:00
9303,Unchecked,Index Slack,/Windows/System32/userinit.exe,ARCHIVE,0,0,58368,61440,2022-10-19T00:40:44.330572+00:00,2022-10-19T00:40:44.331572+00:00,2022-10-19T00:40:44.332568+00:00,2022-10-19T01:00:05.801092+00:00
9304,Unchecked,Index Slack,/Windows/System32/vds.exe,ARCHIVE,30262,1,739840,741376,2021-10-06T13:51:15.591450+00:00,2021-10-06T13:51:15.607068+00:00,2021-10-06T13:51:15.607068+00:00,2022-10-19T04:07:48.517830+00:00
9305,Unchecked,Index Slack,/Windows/System32/vdsldr.exe,ARCHIVE,30265,1,27136,28672,2021-10-06T13:51:15.622690+00:00,2021-10-06T13:51:15.622690+00:00,2021-10-06T13:51:15.622690+00:00,2022-10-19T04:07:48.517830+00:00
9308,Unchecked,Index Slack,/Windows/System32/WerFaultSecure.exe,ARCHIVE,0,0,172072,176128,2023-02-16T23:11:43.929284+00:00,2023-02-16T23:11:43.932276+00:00,2023-02-16T23:11:43.934272+00:00,2023-02-17T12:00:01.584620+00:00
9309,Unchecked,Index Slack,/Windows/System32/wermgr.exe,ARCHIVE,0,0,229696,233472,2022-12-15T21:39:25.051930+00:00,2022-12-15T21:39:25.056918+00:00,2023-01-13T20:05:36.557114+00:00,2023-01-13T02:41:23.555948+00:00
9313,Unchecked,Index Slack,/Windows/System32/wevtutil.exe,ARCHIVE,30291,1,248320,249856,2021-10-06T13:51:43.919902+00:00,2021-10-06T13:51:43.935564+00:00,2021-10-06T13:51:43.935564+00:00,2022-10-19T04:07:48.517830+00:00
9334,Unchecked,Index Slack,/Windows/System32/winresume.exe,ARCHIVE,30311,1,1197768,1200128,2021-10-06T13:51:53.251910+00:00,2021-10-06T13:51:53.267520+00:00,2021-10-06T13:51:53.267520+00:00,2022-10-19T04:07:48.517830+00:00
9343,Unchecked,Index Slack,/Windows/System32/pnputil.exe,ARCHIVE,30177,1,336896,339968,2021-10-06T13:52:10.221224+00:00,2021-10-06T13:52:10.221224+00:00,2021-10-06T13:52:10.221224+00:00,2022-10-19T04:07:48.502240+00:00
9345,Unchecked,Index Slack,/Windows/System32/poqexec.exe,ARCHIVE,30180,1,495616,495616,2021-10-06T13:43:37.440326+00:00,2021-10-06T13:43:37.455998+00:00,2021-10-06T13:43:37.455998+00:00,2022-10-19T04:07:48.502240+00:00
9346,Unchecked,Index Slack,/Windows/System32/print.exe,ARCHIVE,30185,1,17408,20480,2019-12-07T09:09:37.707866+00:00,2019-12-07T09:09:37.707866+00:00,2019-12-07T09:09:37.707866+00:00,2022-10-19T04:07:48.502240+00:00
9352,Unchecked,Index Slack,/Windows/System32/sxstrace.exe,ARCHIVE,30237,1,37376,40960,2021-10-06T13:52:05.830528+00:00,2021-10-06T13:52:05.846152+00:00,2021-10-06T13:52:05.846152+00:00,2022-10-19T04:07:48.502240+00:00
9400,Unchecked,Index Slack,/Windows/System32/agentactivationruntimestarter.exe,ARCHIVE,0,0,13312,16384,2021-10-06T13:51:07.450792+00:00,2021-10-06T13:51:07.450792+00:00,2021-10-06T13:51:07.450792+00:00,2022-10-19T04:09:04.302574+00:00
9414,Unchecked,Index Slack,/Windows/System32/AtBroker.exe,ARCHIVE,0,0,92672,94208,2021-10-06T13:51:50.408086+00:00,2021-10-06T13:51:50.423688+00:00,2023-02-06T06:11:09.383934+00:00,2023-01-13T02:41:22.564062+00:00
9419,Unchecked,Index Slack,/Windows/System32/bcdedit.exe,ARCHIVE,30008,1,490808,491520,2021-10-06T13:51:08.075788+00:00,2021-10-06T13:51:08.075788+00:00,2021-10-06T13:51:08.075788+00:00,2022-10-19T04:07:48.486590+00:00
9423,Unchecked,Index Slack,/Windows/System32/bridgeunattend.exe,ARCHIVE,0,0,20992,24576,2019-12-07T09:09:39.630914+00:00,2019-12-07T09:09:39.630914+00:00,2019-12-07T09:09:39.630914+00:00,2022-10-19T04:09:04.318168+00:00
9426,Unchecked,Index Slack,/Windows/System32/chkdsk.exe,ARCHIVE,0,0,26624,28672,2019-12-07T09:08:46.098400+00:00,2019-12-07T09:08:46.098400+00:00,2019-12-07T09:08:46.098400+00:00,2022-10-19T04:07:48.486590+00:00
9441,Unchecked,Index Slack,/Windows/System32/convertvhd.exe,ARCHIVE,30028,1,229176,229376,2021-10-06T13:51:46.201118+00:00,2021-10-06T13:51:46.201118+00:00,2021-10-06T13:51:46.201118+00:00,2022-10-19T04:07:48.486590+00:00
9442,Unchecked,Index Slack,/Windows/System32/CredentialUIBroker.exe,ARCHIVE,30031,1,148272,151552,2021-10-06T13:52:00.814896+00:00,2021-10-06T13:52:00.814896+00:00,2021-10-06T13:52:00.814896+00:00,2022-10-19T04:07:48.486590+00:00
9452,Unchecked,Index Slack,/Windows/System32/CredentialUIBroker.exe,ARCHIVE,30031,1,148272,151552,2021-10-06T13:52:00.814896+00:00,2021-10-06T13:52:00.814896+00:00,2021-10-06T13:52:00.814896+00:00,2022-10-19T04:07:48.486590+00:00
9504,Unchecked,Index Slack,/Windows/System32/drvinst.exe,ARCHIVE,0,0,337920,339968,2022-10-19T00:40:53.897776+00:00,2022-10-19T00:40:53.904756+00:00,2022-10-19T00:43:33.249712+00:00,2022-10-19T01:00:05.051266+00:00
9551,Unchecked,Index Slack,/Windows/System32/fontdrvhost.exe,ARCHIVE,30090,1,830520,831488,2021-10-06T13:52:00.377430+00:00,2021-10-06T13:52:00.393068+00:00,2021-10-06T13:52:00.393068+00:00,2022-10-19T04:07:48.486590+00:00
9573,Unchecked,Index Slack,/Windows/System32/ie4uinit.exe,ARCHIVE,60506,1,268800,270336,2021-10-06T13:52:47.147006+00:00,2021-10-06T13:52:47.147006+00:00,2022-10-19T00:15:46.842422+00:00,2022-10-19T04:09:05.099252+00:00
9574,Unchecked,Index Slack,/Windows/System32/ie4ushowIE.exe,ARCHIVE,60508,1,77824,77824,2019-12-07T09:09:39.818400+00:00,2019-12-07T09:09:39.818400+00:00,2019-12-07T09:09:39.818400+00:00,2022-10-19T04:09:05.099252+00:00
9593,Unchecked,Index Slack,/Windows/System32/iscsicli.exe,ARCHIVE,60617,1,50688,53248,2019-12-07T09:09:41.271700+00:00,2019-12-07T09:09:41.271700+00:00,2019-12-07T09:09:41.271700+00:00,2022-10-19T04:09:05.911754+00:00
9602,Unchecked,Index Slack,/Windows/System32/lsass.exe,ARCHIVE,30103,1,59448,61440,2021-10-06T13:51:59.705486+00:00,2021-10-06T13:51:59.705486+00:00,2021-10-06T13:51:59.705486+00:00,2022-10-19T04:07:48.486590+00:00
9605,Unchecked,Index Slack,/Windows/System32/lpkinstall.exe,ARCHIVE,8589934608,0,41984,45056,2021-10-06T13:52:04.627454+00:00,2021-10-06T13:52:04.627454+00:00,2021-10-06T13:52:04.627454+00:00,2022-10-19T04:09:05.927376+00:00
9606,Unchecked,Index Slack,/Windows/System32/lpksetup.exe,ARCHIVE,60698,1,745472,745472,2021-10-06T13:52:04.627454+00:00,2021-10-06T13:52:04.643038+00:00,2021-10-06T13:52:04.643038+00:00,2022-10-19T04:09:05.927376+00:00
9607,Unchecked,Index Slack,/Windows/System32/LsaIso.exe,ARCHIVE,60706,1,303192,307200,2021-10-06T13:52:14.611870+00:00,2021-10-06T13:52:14.611870+00:00,2021-10-06T13:52:14.611870+00:00,2022-10-19T04:09:05.927376+00:00
9609,Unchecked,Index Slack,/Windows/System32/lsass.exe,ARCHIVE,30103,1,59448,61440,2021-10-06T13:51:59.705486+00:00,2021-10-06T13:51:59.705486+00:00,2021-10-06T13:51:59.705486+00:00,2022-10-19T04:07:48.486590+00:00
9612,Unchecked,Index Slack,/Windows/System32/Magnify.exe,ARCHIVE,60714,1,654336,655360,2021-10-06T13:51:50.517536+00:00,2021-10-06T13:51:50.517536+00:00,2021-10-06T13:51:50.517536+00:00,2022-10-19T04:09:05.927376+00:00
9636,Unchecked,Index Slack,/Windows/System32/ndadmin.exe,ARCHIVE,30129,1,69632,69632,2021-10-06T13:52:10.018074+00:00,2021-10-06T13:52:10.018074+00:00,2021-10-06T13:52:10.018074+00:00,2022-10-19T04:07:48.502240+00:00
9638,Unchecked,Index Slack,/Windows/System32/net1.exe,ARCHIVE,30136,1,183808,184320,2021-10-06T13:52:43.912616+00:00,2021-10-06T13:52:43.912616+00:00,2021-10-06T13:52:43.912616+00:00,2022-10-19T04:07:48.502240+00:00
9641,Unchecked,Index Slack,/Windows/System32/newdev.exe,ARCHIVE,30153,1,72192,73728,2021-10-06T13:52:10.033726+00:00,2021-10-06T13:52:10.033726+00:00,2021-10-06T13:52:10.033726+00:00,2022-10-19T04:07:48.502240+00:00
9653,Unchecked,Index Slack,/Windows/System32/ntoskrnl.exe,ARCHIVE,30158,1,10846032,10846208,2021-10-06T13:51:59.174206+00:00,2021-10-06T13:51:59.549238+00:00,2021-10-06T13:51:59.549238+00:00,2022-10-19T04:07:48.502240+00:00
9655,Unchecked,Index Slack,/Windows/System32/ntprint.exe,ARCHIVE,30161,1,64000,65536,2021-10-06T13:52:11.830606+00:00,2021-10-06T13:52:11.830606+00:00,2021-10-06T13:52:11.830606+00:00,2022-10-19T04:07:48.502240+00:00
9662,Unchecked,Index Slack,/Windows/System32/pacjsworker.exe,ARCHIVE,30168,1,12288,12288,2021-10-06T13:51:56.751844+00:00,2021-10-06T13:51:56.751844+00:00,2021-10-06T13:51:56.751844+00:00,2022-10-19T04:07:48.502240+00:00
9668,Unchecked,Index Slack,/Windows/System32/pcalua.exe,ARCHIVE,263370,1,53760,57344,2022-10-19T00:40:42.405204+00:00,2022-10-19T00:40:42.407198+00:00,2022-12-16T01:09:21.480434+00:00,2022-12-15T21:40:09.633470+00:00
9673,Unchecked,Index Slack,/Windows/System32/poqexec.exe,ARCHIVE,30180,1,495616,495616,2021-10-06T13:43:37.440326+00:00,2021-10-06T13:43:37.455998+00:00,2021-10-06T13:43:37.455998+00:00,2022-10-19T04:07:48.502240+00:00
9674,Unchecked,Index Slack,/Windows/System32/print.exe,ARCHIVE,30185,1,17408,20480,2019-12-07T09:09:37.707866+00:00,2019-12-07T09:09:37.707866+00:00,2019-12-07T09:09:37.707866+00:00,2022-10-19T04:07:48.502240+00:00
9675,Unchecked,Index Slack,/Windows/System32/pnputil.exe,ARCHIVE,30177,1,336896,339968,2021-10-06T13:52:10.221224+00:00,2021-10-06T13:52:10.221224+00:00,2021-10-06T13:52:10.221224+00:00,2022-10-19T04:07:48.502240+00:00
9677,Unchecked,Index Slack,/Windows/System32/poqexec.exe,ARCHIVE,30180,1,495616,495616,2021-10-06T13:43:37.440326+00:00,2021-10-06T13:43:37.455998+00:00,2021-10-06T13:43:37.455998+00:00,2022-10-19T04:07:48.502240+00:00
9678,Unchecked,Index Slack,/Windows/System32/print.exe,ARCHIVE,30185,1,17408,20480,2019-12-07T09:09:37.707866+00:00,2019-12-07T09:09:37.707866+00:00,2019-12-07T09:09:37.707866+00:00,2022-10-19T04:07:48.502240+00:00
9683,Unchecked,Index Slack,/Windows/System32/poqexec.exe,ARCHIVE,0,0,495616,495616,2021-10-06T13:43:37.440326+00:00,2021-10-06T13:43:37.455998+00:00,2021-10-06T13:43:37.455998+00:00,2022-10-19T04:07:48.502240+00:00
9685,Unchecked,Index Slack,/Windows/System32/print.exe,ARCHIVE,30185,1,17408,20480,2019-12-07T09:09:37.707866+00:00,2019-12-07T09:09:37.707866+00:00,2019-12-07T09:09:37.707866+00:00,2022-10-19T04:07:48.502240+00:00
9690,Unchecked,Index Slack,/Windows/System32/printfilterpipelinesvc.exe,ARCHIVE,261746,1,744448,745472,2022-10-19T00:40:22.061256+00:00,2022-10-19T00:40:22.083168+00:00,2022-10-23T23:18:18.287744+00:00,2022-10-19T01:00:20.891386+00:00
9695,Unchecked,Index Slack,/Windows/System32/refsutil.exe,ARCHIVE,30195,1,1032704,1036288,2021-10-06T13:51:52.970612+00:00,2021-10-06T13:51:52.986210+00:00,2021-10-06T13:51:52.986210+00:00,2022-10-19T04:07:48.502240+00:00
9698,Unchecked,Index Slack,/Windows/System32/replace.exe,ARCHIVE,30206,1,22528,24576,2019-12-07T09:09:37.707866+00:00,2019-12-07T09:09:37.707866+00:00,2019-12-07T09:09:37.707866+00:00,2022-10-19T04:07:48.502240+00:00
9702,Unchecked,Index Slack,/Windows/System32/replace.exe,ARCHIVE,30206,1,22528,24576,2019-12-07T09:09:37.707866+00:00,2019-12-07T09:09:37.707866+00:00,2019-12-07T09:09:37.707866+00:00,2022-10-19T04:07:48.502240+00:00
9720,Unchecked,Index Slack,/Windows/System32/SpatialAudioLicenseSrv.exe,ARCHIVE,30229,1,152064,155648,2021-10-06T13:51:07.716414+00:00,2021-10-06T13:51:07.716414+00:00,2021-10-06T13:51:07.716414+00:00,2022-10-19T04:07:48.502240+00:00
9773,Unchecked,Index Slack,/Windows/System32/SpatialAudioLicenseSrv.exe,ARCHIVE,30229,1,152064,155648,2021-10-06T13:51:07.716414+00:00,2021-10-06T13:51:07.716414+00:00,2021-10-06T13:51:07.716414+00:00,2022-10-19T04:07:48.502240+00:00
9799,Unchecked,Index Slack,/Windows/System32/vds.exe,ARCHIVE,30262,1,739840,741376,2021-10-06T13:51:15.591450+00:00,2021-10-06T13:51:15.607068+00:00,2021-10-06T13:51:15.607068+00:00,2022-10-19T04:07:48.517830+00:00
9800,Unchecked,Index Slack,/Windows/System32/vdsldr.exe,ARCHIVE,30265,1,27136,28672,2021-10-06T13:51:15.622690+00:00,2021-10-06T13:51:15.622690+00:00,2021-10-06T13:51:15.622690+00:00,2022-10-19T04:07:48.517830+00:00
9804,Unchecked,Index Slack,/Windows/System32/vulkaninfo-1-999-0-0-0.exe,ARCHIVE,600834,21,2236992,2240512,2022-11-18T23:03:32.618212+00:00,2022-11-15T05:53:38+00:00,2023-02-06T06:13:32.383806+00:00,2022-11-18T23:11:24.681928+00:00
9805,Unchecked,Index Slack,/Windows/System32/vulkaninfo.exe,ARCHIVE,600842,31,2236992,2240512,2022-11-18T23:03:32.618212+00:00,2022-11-15T05:53:38+00:00,2023-02-06T06:13:32.430670+00:00,2022-11-18T23:11:24.726808+00:00
9807,Unchecked,Index Slack,/Windows/System32/VULKAN~1.EXE,ARCHIVE,600834,21,2236992,2240512,2022-11-18T23:03:32.618212+00:00,2022-11-15T05:53:38+00:00,2023-02-06T06:13:32.383806+00:00,2022-11-18T23:11:24.681928+00:00
9808,Unchecked,Index Slack,/Windows/System32/VULKAN~2.EXE,ARCHIVE,600842,31,2236992,2240512,2022-11-18T23:03:32.618212+00:00,2022-11-15T05:53:38+00:00,2023-02-06T06:13:32.430670+00:00,2022-11-18T23:11:24.726808+00:00
9937,Unchecked,Index Slack,/Windows/System32/WPDShextAutoplay.exe,ARCHIVE,61949,1,30720,32768,2019-12-07T09:10:11.741454+00:00,2019-12-07T09:52:33.311294+00:00,2019-12-07T09:52:33.311294+00:00,2022-10-19T04:09:11.334008+00:00
9948,Unchecked,Index Slack,/Windows/System32/wusa.exe,ARCHIVE,0,0,345088,348160,2022-10-19T00:40:25.873116+00:00,2022-10-19T00:40:25.877104+00:00,2022-10-19T00:40:25.879126+00:00,2022-10-19T01:00:06.082276+00:00
9958,Unchecked,Index Slack,/Windows/System32/CredentialUIBroker.exe,ARCHIVE,0,0,149296,151552,2022-10-19T00:40:49.212432+00:00,2022-10-19T00:40:49.215424+00:00,2023-05-11T21:12:34.335244+00:00,2023-04-13T22:22:28.181206+00:00
9962,Unchecked,Index Slack,/Windows/System32/nvdebugdump.exe,,0,0,457232,458752,2022-10-20T00:16:30.576408+00:00,2022-10-11T04:54:22+00:00,2022-11-18T23:11:22.363480+00:00,2022-11-18T23:11:22.371458+00:00
13343,Unchecked,Index Slack,/Windows/System32/en-US/diskperf.exe.mui,ARCHIVE,0,0,8192,8192,2019-12-07T09:48:59.356600+00:00,2019-12-07T09:48:59.356600+00:00,2019-12-07T09:48:59.356600+00:00,2022-10-19T04:09:18.020102+00:00
13351,Unchecked,Index Slack,/Windows/System32/en-US/ktmutil.exe.mui,ARCHIVE,0,0,10752,12288,2019-12-07T09:48:58.433550+00:00,2019-12-07T09:48:58.433550+00:00,2019-12-07T09:48:58.433550+00:00,2022-10-19T04:09:18.082586+00:00
13370,Unchecked,Index Slack,/Windows/System32/en-US/spoolsv.exe.mui,ARCHIVE,0,0,3072,4096,2019-12-07T09:49:05.593758+00:00,2019-12-07T09:49:05.593758+00:00,2019-12-07T09:49:05.593758+00:00,2022-10-19T04:09:18.441878+00:00
13371,Unchecked,Index Slack,/Windows/System32/en-US/SystemPropertiesAdvanced.exe.mui,ARCHIVE,0,0,2560,4096,2019-12-07T09:49:00.074944+00:00,2019-12-07T09:49:00.074944+00:00,2019-12-07T09:49:00.074944+00:00,2022-10-19T04:09:18.457498+00:00
13379,Unchecked,Index Slack,/Windows/System32/en-US/wbadmin.exe.mui,ARCHIVE,0,0,224256,225280,2019-12-07T09:48:58.387004+00:00,2019-12-07T09:48:58.387004+00:00,2019-12-07T09:48:58.387004+00:00,2022-10-19T04:07:49.580082+00:00
13385,Unchecked,Index Slack,/Windows/System32/en-US/winload.exe.mui,ARCHIVE,36036,1,31384,32768,2019-12-07T09:49:08.012036+00:00,2019-12-07T09:49:08.012036+00:00,2019-12-07T09:49:08.012036+00:00,2022-10-19T04:07:49.580082+00:00
13386,Unchecked,Index Slack,/Windows/System32/en-US/winver.exe.mui,ARCHIVE,0,0,2560,4096,2019-12-07T09:49:00.089954+00:00,2019-12-07T09:49:00.089954+00:00,2019-12-07T09:49:00.089954+00:00,2022-10-19T04:09:18.629334+00:00
13388,Unchecked,Index Slack,/Windows/System32/en-US/bootsect.exe.mui,ARCHIVE,0,0,16384,16384,2019-12-07T09:49:05.543006+00:00,2019-12-07T09:49:05.543006+00:00,2019-12-07T09:49:05.543006+00:00,2022-10-19T04:07:40.764430+00:00
13394,Unchecked,Index Slack,/Windows/System32/en-US/CertEnrollCtrl.exe.mui,ARCHIVE,80486,1,2560,4096,2019-12-07T09:49:07.893882+00:00,2019-12-07T09:49:07.893882+00:00,2019-12-07T09:49:07.893882+00:00,2022-10-19T04:09:17.988858+00:00
13406,Unchecked,Index Slack,/Windows/System32/en-US/eventvwr.exe.mui,ARCHIVE,0,0,7680,8192,2019-12-07T09:48:59.277948+00:00,2019-12-07T09:48:59.277948+00:00,2019-12-07T09:48:59.277948+00:00,2022-10-19T04:09:18.035722+00:00
13421,Unchecked,Index Slack,/Windows/System32/en-US/pcalua.exe.mui,ARCHIVE,81421,1,2560,4096,2019-12-07T09:49:07.995992+00:00,2019-12-07T09:49:07.995992+00:00,2019-12-07T09:49:07.995992+00:00,2022-10-19T04:09:18.348148+00:00
13425,Unchecked,Index Slack,/Windows/System32/en-US/printui.exe.mui,ARCHIVE,81500,1,2560,4096,2019-12-07T09:49:09.496044+00:00,2019-12-07T09:49:09.496044+00:00,2019-12-07T09:49:09.496044+00:00,2022-10-19T04:09:18.363770+00:00
13429,Unchecked,Index Slack,/Windows/System32/en-US/spoolsv.exe.mui,ARCHIVE,0,0,3072,4096,2019-12-07T09:49:05.593758+00:00,2019-12-07T09:49:05.593758+00:00,2019-12-07T09:49:05.593758+00:00,2022-10-19T04:09:18.441878+00:00
13453,Unchecked,Index Slack,/Windows/System32/en-US/winload.exe.mui,ARCHIVE,36036,1,31384,32768,2019-12-07T09:49:08.012036+00:00,2019-12-07T09:49:08.012036+00:00,2019-12-07T09:49:08.012036+00:00,2022-10-19T04:07:49.580082+00:00
13459,Unchecked,Index Slack,/Windows/System32/en-US/winload.exe.mui,ARCHIVE,36036,1,31384,32768,2019-12-07T09:49:08.012036+00:00,2019-12-07T09:49:08.012036+00:00,2019-12-07T09:49:08.012036+00:00,2022-10-19T04:07:49.580082+00:00
13464,Unchecked,Index Slack,/Windows/System32/en-US/winload.exe.mui,ARCHIVE,36036,1,31384,32768,2019-12-07T09:49:08.012036+00:00,2019-12-07T09:49:08.012036+00:00,2019-12-07T09:49:08.012036+00:00,2022-10-19T04:07:49.580082+00:00
13469,Unchecked,Index Slack,/Windows/System32/en-US/winload.exe.mui,ARCHIVE,36036,1,31384,32768,2019-12-07T09:49:08.012036+00:00,2019-12-07T09:49:08.012036+00:00,2019-12-07T09:49:08.012036+00:00,2022-10-19T04:07:49.580082+00:00
13474,Unchecked,Index Slack,/Windows/System32/en-US/winload.exe.mui,ARCHIVE,36036,1,31384,32768,2019-12-07T09:49:08.012036+00:00,2019-12-07T09:49:08.012036+00:00,2019-12-07T09:49:08.012036+00:00,2022-10-19T04:07:49.580082+00:00
13479,Unchecked,Index Slack,/Windows/System32/en-US/wsl.exe.mui,ARCHIVE,82591,1,5632,8192,2021-10-06T13:53:38.945978+00:00,2021-10-06T13:53:38.945978+00:00,2021-10-06T13:53:38.945978+00:00,2022-10-19T04:09:18.644954+00:00
