Line,Tag,Source,Path,Flags,File Number,Sequence Number,Size,Allocated Size,Creation Time,Modification Time,Access Time,Changed Time
32267,Unchecked,Index Slack,/Windows/WinSxS/Temp/InFlight/515edae3b705d90102000000d80bf815/amd64_microsoft-windows-sechealthui.appxmain_31bf3856ad364e35_10.0.19041.964_none_90d24b203cdf4e96/SECHEA~1.EXE,ARCHIVE,61296,1,5215232,5218304,2021-10-06T13:51:49.236206+00:00,2021-10-06T13:51:49.314322+00:00,2021-10-06T13:51:49.314322+00:00,2022-10-19T04:09:08.489886+00:00
32294,Unchecked,Index Slack,/Windows/WinSxS/Temp/InFlight/515edae3b705d90102000000d80bf815/amd64_microsoft-windows-sechealthui.appxmain_31bf3856ad364e35_10.0.19041.964_none_90d24b203cdf4e96/SecHealthUI.exe,ARCHIVE,61296,1,5215232,5218304,2021-10-06T13:51:49.236206+00:00,2021-10-06T13:51:49.314322+00:00,2021-10-06T13:51:49.314322+00:00,2022-10-19T04:09:08.489886+00:00
32299,Unchecked,Index Slack,/Windows/WinSxS/Temp/InFlight/515edae3b705d90102000000d80bf815/amd64_microsoft-windows-sechealthui.appxmain_31bf3856ad364e35_10.0.19041.964_none_90d24b203cdf4e96/SECHEA~1.EXE,ARCHIVE,61296,1,5215232,5218304,2021-10-06T13:51:49.236206+00:00,2021-10-06T13:51:49.314322+00:00,2021-10-06T13:51:49.314322+00:00,2022-10-19T04:09:08.489886+00:00
32321,Unchecked,Index Slack,/Windows/WinSxS/Temp/InFlight/515edae3b705d90102000000d80bf815/amd64_microsoft-windows-sechealthui.appxmain_31bf3856ad364e35_10.0.19041.964_none_90d24b203cdf4e96/SECHEA~1.EXE,ARCHIVE,61296,1,5215232,5218304,2021-10-06T13:51:49.236206+00:00,2021-10-06T13:51:49.314322+00:00,2021-10-06T13:51:49.314322+00:00,2022-10-19T04:09:08.489886+00:00
32408,Unchecked,Index Slack,/Windows/WinSxS/Temp/InFlight/515edae3b705d90102000000d80bf815/amd64_microsoft-windows-security-spp-extcom_31bf3856ad364e35_10.0.19041.1202_none_7f995fddf54c000c/SppExtComObj.Exe,ARCHIVE,0,0,572928,573440,2021-10-06T13:52:05.627428+00:00,2021-10-06T13:52:05.627428+00:00,2022-11-05T20:05:04.647124+00:00,2022-10-19T01:00:05.691742+00:00
32409,Unchecked,Index Slack,/Windows/WinSxS/Temp/InFlight/515edae3b705d90102000000d80bf815/amd64_microsoft-windows-security-spp-extcom_31bf3856ad364e35_10.0.19041.1202_none_7f995fddf54c000c/SPPEXT~1.EXE,ARCHIVE,0,0,572928,573440,2021-10-06T13:52:05.627428+00:00,2021-10-06T13:52:05.627428+00:00,2022-11-05T20:05:04.647124+00:00,2022-10-19T01:00:05.691742+00:00
32452,Unchecked,Index Slack,/Windows/WinSxS/Temp/InFlight/515edae3b705d90102000000d80bf815/amd64_microsoft-windows-security-spp_31bf3856ad364e35_10.0.19041.1266_none_8f272afdd624490f/sppsvc.exe,ARCHIVE,0,0,4629320,4632576,2021-10-06T13:52:05.471176+00:00,2021-10-06T13:52:05.564920+00:00,2022-11-05T20:05:04.718932+00:00,2022-10-19T01:00:05.691742+00:00
32453,Unchecked,Index Slack,/Windows/WinSxS/Temp/InFlight/515edae3b705d90102000000d80bf815/amd64_microsoft-windows-security-spp_31bf3856ad364e35_10.0.19041.1266_none_8f272afdd624490f/sppsvc.exe,ARCHIVE,0,0,4629320,4632576,2021-10-06T13:52:05.471176+00:00,2021-10-06T13:52:05.564920+00:00,2022-11-05T20:05:04.718932+00:00,2022-10-19T01:00:05.691742+00:00
32535,Unchecked,Index Slack,/Windows/WinSxS/Temp/InFlight/515edae3b705d90102000000d80bf815/amd64_microsoft-windows-settingsynchost_31bf3856ad364e35_10.0.19041.1202_none_f4a35974d85ff180/SettingSyncHost.exe,ARCHIVE,0,0,969032,970752,2021-10-06T13:52:12.893108+00:00,2021-10-06T13:52:12.908718+00:00,2022-11-05T20:05:05.218280+00:00,2022-10-19T01:00:05.644878+00:00
32536,Unchecked,Index Slack,/Windows/WinSxS/Temp/InFlight/515edae3b705d90102000000d80bf815/amd64_microsoft-windows-settingsynchost_31bf3856ad364e35_10.0.19041.1202_none_f4a35974d85ff180/SETTIN~1.EXE,ARCHIVE,0,0,969032,970752,2021-10-06T13:52:12.893108+00:00,2021-10-06T13:52:12.908718+00:00,2022-11-05T20:05:05.218280+00:00,2022-10-19T01:00:05.644878+00:00
32583,Unchecked,Index Slack,/Windows/WinSxS/Temp/InFlight/5300545d0705d901070400006c2fa82e/amd64_microsoft-windows-setupapi_31bf3856ad364e35_10.0.19041.1237_none_a9b815907b71fe1a/wowreg32.exe,ARCHIVE,0,0,17920,20480,2021-10-06T13:52:10.158748+00:00,2021-10-06T13:52:10.158748+00:00,2022-10-19T01:29:37.610020+00:00,2022-11-08T23:39:17.937128+00:00
32584,Unchecked,Index Slack,/Windows/WinSxS/Temp/InFlight/5300545d0705d901070400006c2fa82e/amd64_microsoft-windows-setupapi_31bf3856ad364e35_10.0.19041.1237_none_a9b815907b71fe1a/wowreg32.exe,ARCHIVE,0,0,17920,20480,2021-10-06T13:52:10.158748+00:00,2021-10-06T13:52:10.158748+00:00,2022-10-19T01:29:37.610020+00:00,2022-11-08T23:39:17.937128+00:00
32585,Unchecked,Index Slack,/Windows/WinSxS/Temp/InFlight/5300545d0705d901070400006c2fa82e/amd64_microsoft-windows-setupapi_31bf3856ad364e35_10.0.19041.1237_none_a9b815907b71fe1a/wowreg32.exe,ARCHIVE,0,0,17920,20480,2021-10-06T13:52:10.158748+00:00,2021-10-06T13:52:10.158748+00:00,2022-10-19T01:29:37.610020+00:00,2022-11-08T23:39:17.937128+00:00
32684,Unchecked,Index Slack,/Windows/WinSxS/Temp/InFlight/515edae3b705d90102000000d80bf815/amd64_microsoft-windows-smartscreen_31bf3856ad364e35_10.0.19041.1052_none_323c9a9ad543e3a3/SMARTS~1.EXE,ARCHIVE,0,0,2378752,2379776,2021-10-06T13:51:19.200832+00:00,2021-10-06T13:51:19.232086+00:00,2022-11-05T20:05:06.310406+00:00,2022-10-19T01:00:05.676120+00:00
32691,Unchecked,Index Slack,/Windows/WinSxS/Temp/InFlight/4fac5ef2d689d9010303000050240042/amd64_microsoft-windows-snippingtool-app_31bf3856ad364e35_10.0.19041.746_none_77bd4cfbe87238a7/SnippingTool.exe,ARCHIVE,0,0,3382272,3383296,2021-10-06T13:52:53.559948+00:00,2021-10-06T13:52:53.591182+00:00,2023-05-11T21:21:43.787034+00:00,2023-05-16T05:02:31.298712+00:00
32692,Unchecked,Index Slack,/Windows/WinSxS/Temp/InFlight/4fac5ef2d689d9010303000050240042/amd64_microsoft-windows-snippingtool-app_31bf3856ad364e35_10.0.19041.746_none_77bd4cfbe87238a7/SNIPPI~1.EXE,ARCHIVE,0,0,3382272,3383296,2021-10-06T13:52:53.559948+00:00,2021-10-06T13:52:53.591182+00:00,2023-05-11T21:21:43.787034+00:00,2023-05-16T05:02:31.298712+00:00
32695,Unchecked,Index Slack,/Windows/WinSxS/Temp/InFlight/515edae3b705d90102000000d80bf815/amd64_microsoft-windows-speechcommon-onecore_31bf3856ad364e35_10.0.19041.1081_none_e836fc4ed2e2ecc1/SpeechModelDownload.exe,ARCHIVE,0,0,182272,184320,2021-10-06T13:51:44.466730+00:00,2021-10-06T13:51:44.466730+00:00,2022-11-05T20:05:06.638546+00:00,2022-10-19T01:00:06.394702+00:00
32696,Unchecked,Index Slack,/Windows/WinSxS/Temp/InFlight/515edae3b705d90102000000d80bf815/amd64_microsoft-windows-speechcommon-onecore_31bf3856ad364e35_10.0.19041.1081_none_e836fc4ed2e2ecc1/SPEECH~1.EXE,ARCHIVE,0,0,182272,184320,2021-10-06T13:51:44.466730+00:00,2021-10-06T13:51:44.466730+00:00,2022-11-05T20:05:06.638546+00:00,2022-10-19T01:00:06.394702+00:00
32697,Unchecked,Index Slack,/Windows/WinSxS/Temp/InFlight/515edae3b705d90102000000d80bf815/amd64_microsoft-windows-speechcommon-onecore_31bf3856ad364e35_10.0.19041.1081_none_e836fc4ed2e2ecc1/SPEECH~1.EXE,ARCHIVE,8589934608,0,182272,184320,2021-10-06T13:51:44.466730+00:00,2021-10-06T13:51:44.466730+00:00,2022-11-05T20:05:06.638546+00:00,2022-10-19T01:00:06.394702+00:00
32698,Unchecked,Index Slack,/Windows/WinSxS/Temp/InFlight/515edae3b705d90102000000d80bf815/amd64_microsoft-windows-speechcommon-onecore_31bf3856ad364e35_10.0.19041.1081_none_e836fc4ed2e2ecc1/SPEECH~1.EXE,ARCHIVE,0,0,182272,184320,2021-10-06T13:51:44.466730+00:00,2021-10-06T13:51:44.466730+00:00,2022-11-05T20:05:06.638546+00:00,2022-10-19T01:00:06.394702+00:00
32699,Unchecked,Index Slack,/Windows/WinSxS/Temp/InFlight/515edae3b705d90102000000d80bf815/amd64_microsoft-windows-speechcommon-onecore_31bf3856ad364e35_10.0.19041.1081_none_e836fc4ed2e2ecc1/SPEECH~1.EXE,ARCHIVE,8589934608,0,182272,184320,2021-10-06T13:51:44.466730+00:00,2021-10-06T13:51:44.466730+00:00,2022-11-05T20:05:06.638546+00:00,2022-10-19T01:00:06.394702+00:00
32700,Unchecked,Index Slack,/Windows/WinSxS/Temp/InFlight/515edae3b705d90102000000d80bf815/amd64_microsoft-windows-speechcommon-onecore_31bf3856ad364e35_10.0.19041.1081_none_e836fc4ed2e2ecc1/SPEECH~1.EXE,ARCHIVE,0,0,182272,184320,2021-10-06T13:51:44.466730+00:00,2021-10-06T13:51:44.466730+00:00,2022-11-05T20:05:06.638546+00:00,2022-10-19T01:00:06.394702+00:00
32701,Unchecked,Index Slack,/Windows/WinSxS/Temp/InFlight/515edae3b705d90102000000d80bf815/amd64_microsoft-windows-speechcommon-onecore_31bf3856ad364e35_10.0.19041.1081_none_e836fc4ed2e2ecc1/f/SpeechModelDownload.exe,ARCHIVE,0,0,7440,8192,2021-10-06T13:51:42.435500+00:00,2021-10-06T13:51:42.435500+00:00,2022-11-05T20:05:06.649516+00:00,2022-10-19T04:09:09.380432+00:00
32702,Unchecked,Index Slack,/Windows/WinSxS/Temp/InFlight/515edae3b705d90102000000d80bf815/amd64_microsoft-windows-speechcommon-onecore_31bf3856ad364e35_10.0.19041.1081_none_e836fc4ed2e2ecc1/f/SPEECH~1.EXE,ARCHIVE,0,0,7440,8192,2021-10-06T13:51:42.435500+00:00,2021-10-06T13:51:42.435500+00:00,2022-11-05T20:05:06.649516+00:00,2022-10-19T04:09:09.380432+00:00
32703,Unchecked,Index Slack,/Windows/WinSxS/Temp/InFlight/515edae3b705d90102000000d80bf815/amd64_microsoft-windows-speechcommon-onecore_31bf3856ad364e35_10.0.19041.1081_none_e836fc4ed2e2ecc1/f/SPEECH~1.EXE,ARCHIVE,8589934608,0,7440,8192,2021-10-06T13:51:42.435500+00:00,2021-10-06T13:51:42.435500+00:00,2022-11-05T20:05:06.649516+00:00,2022-10-19T04:09:09.380432+00:00
32704,Unchecked,Index Slack,/Windows/WinSxS/Temp/InFlight/515edae3b705d90102000000d80bf815/amd64_microsoft-windows-speechcommon-onecore_31bf3856ad364e35_10.0.19041.1081_none_e836fc4ed2e2ecc1/f/SPEECH~1.EXE,ARCHIVE,0,0,7440,8192,2021-10-06T13:51:42.435500+00:00,2021-10-06T13:51:42.435500+00:00,2022-11-05T20:05:06.649516+00:00,2022-10-19T04:09:09.380432+00:00
32705,Unchecked,Index Slack,/Windows/WinSxS/Temp/InFlight/515edae3b705d90102000000d80bf815/amd64_microsoft-windows-speechcommon-onecore_31bf3856ad364e35_10.0.19041.1081_none_e836fc4ed2e2ecc1/f/SPEECH~1.EXE,ARCHIVE,8589934608,0,7440,8192,2021-10-06T13:51:42.435500+00:00,2021-10-06T13:51:42.435500+00:00,2022-11-05T20:05:06.649516+00:00,2022-10-19T04:09:09.380432+00:00
32706,Unchecked,Index Slack,/Windows/WinSxS/Temp/InFlight/515edae3b705d90102000000d80bf815/amd64_microsoft-windows-speechcommon-onecore_31bf3856ad364e35_10.0.19041.1081_none_e836fc4ed2e2ecc1/f/SPEECH~1.EXE,ARCHIVE,0,0,7440,8192,2021-10-06T13:51:42.435500+00:00,2021-10-06T13:51:42.435500+00:00,2022-11-05T20:05:06.649516+00:00,2022-10-19T04:09:09.380432+00:00
32707,Unchecked,Index Slack,/Windows/WinSxS/Temp/InFlight/515edae3b705d90102000000d80bf815/amd64_microsoft-windows-speechcommon-onecore_31bf3856ad364e35_10.0.19041.1081_none_e836fc4ed2e2ecc1/r/SpeechModelDownload.exe,ARCHIVE,0,0,5120,8192,2021-10-06T13:51:42.435500+00:00,2021-10-06T13:51:42.435500+00:00,2022-11-05T20:05:06.661486+00:00,2022-10-19T04:09:09.380432+00:00
32708,Unchecked,Index Slack,/Windows/WinSxS/Temp/InFlight/515edae3b705d90102000000d80bf815/amd64_microsoft-windows-speechcommon-onecore_31bf3856ad364e35_10.0.19041.1081_none_e836fc4ed2e2ecc1/r/SPEECH~1.EXE,ARCHIVE,0,0,5120,8192,2021-10-06T13:51:42.435500+00:00,2021-10-06T13:51:42.435500+00:00,2022-11-05T20:05:06.661486+00:00,2022-10-19T04:09:09.380432+00:00
32709,Unchecked,Index Slack,/Windows/WinSxS/Temp/InFlight/515edae3b705d90102000000d80bf815/amd64_microsoft-windows-speechcommon-onecore_31bf3856ad364e35_10.0.19041.1081_none_e836fc4ed2e2ecc1/r/SPEECH~1.EXE,ARCHIVE,8589934608,0,5120,8192,2021-10-06T13:51:42.435500+00:00,2021-10-06T13:51:42.435500+00:00,2022-11-05T20:05:06.661486+00:00,2022-10-19T04:09:09.380432+00:00
32710,Unchecked,Index Slack,/Windows/WinSxS/Temp/InFlight/515edae3b705d90102000000d80bf815/amd64_microsoft-windows-speechcommon-onecore_31bf3856ad364e35_10.0.19041.1081_none_e836fc4ed2e2ecc1/r/SPEECH~1.EXE,ARCHIVE,0,0,5120,8192,2021-10-06T13:51:42.435500+00:00,2021-10-06T13:51:42.435500+00:00,2022-11-05T20:05:06.661486+00:00,2022-10-19T04:09:09.380432+00:00
32711,Unchecked,Index Slack,/Windows/WinSxS/Temp/InFlight/515edae3b705d90102000000d80bf815/amd64_microsoft-windows-speechcommon-onecore_31bf3856ad364e35_10.0.19041.1081_none_e836fc4ed2e2ecc1/r/SPEECH~1.EXE,ARCHIVE,8589934608,0,5120,8192,2021-10-06T13:51:42.435500+00:00,2021-10-06T13:51:42.435500+00:00,2022-11-05T20:05:06.661486+00:00,2022-10-19T04:09:09.380432+00:00
32712,Unchecked,Index Slack,/Windows/WinSxS/Temp/InFlight/515edae3b705d90102000000d80bf815/amd64_microsoft-windows-speechcommon-onecore_31bf3856ad364e35_10.0.19041.1081_none_e836fc4ed2e2ecc1/r/SPEECH~1.EXE,ARCHIVE,0,0,5120,8192,2021-10-06T13:51:42.435500+00:00,2021-10-06T13:51:42.435500+00:00,2022-11-05T20:05:06.661486+00:00,2022-10-19T04:09:09.380432+00:00
32745,Unchecked,Index Slack,/Windows/WinSxS/Temp/InFlight/5300545d0705d901070400006c2fa82e/amd64_microsoft-windows-sxs_31bf3856ad364e35_10.0.19041.746_none_8c45e6e8b672ffff/sxstrace.exe,ARCHIVE,0,0,37376,40960,2021-10-06T13:52:05.830528+00:00,2021-10-06T13:52:05.846152+00:00,2022-11-05T20:05:07.052456+00:00,2022-10-19T01:00:05.722984+00:00
32746,Unchecked,Index Slack,/Windows/WinSxS/Temp/InFlight/5300545d0705d901070400006c2fa82e/amd64_microsoft-windows-sxs_31bf3856ad364e35_10.0.19041.746_none_8c45e6e8b672ffff/sxstrace.exe,ARCHIVE,8589934608,0,37376,40960,2021-10-06T13:52:05.830528+00:00,2021-10-06T13:52:05.846152+00:00,2022-11-05T20:05:07.052456+00:00,2022-10-19T01:00:05.722984+00:00
32747,Unchecked,Index Slack,/Windows/WinSxS/Temp/InFlight/5300545d0705d901070400006c2fa82e/amd64_microsoft-windows-sxs_31bf3856ad364e35_10.0.19041.746_none_8c45e6e8b672ffff/sxstrace.exe,ARCHIVE,0,0,37376,40960,2021-10-06T13:52:05.830528+00:00,2021-10-06T13:52:05.846152+00:00,2022-11-05T20:05:07.052456+00:00,2022-10-19T01:00:05.722984+00:00
32750,Unchecked,Index Slack,/Windows/WinSxS/Temp/InFlight/515edae3b705d90102000000d80bf815/amd64_microsoft-windows-systemreset_31bf3856ad364e35_10.0.19041.1266_none_5fd6523a3130632d/systemreset.exe,ARCHIVE,0,0,521104,524288,2021-10-06T13:52:51.975130+00:00,2021-10-06T13:52:51.975130+00:00,2022-11-05T20:05:07.329224+00:00,2022-10-19T01:00:05.722984+00:00
32751,Unchecked,Index Slack,/Windows/WinSxS/Temp/InFlight/515edae3b705d90102000000d80bf815/amd64_microsoft-windows-systemreset_31bf3856ad364e35_10.0.19041.1266_none_5fd6523a3130632d/SYSTEM~1.EXE,ARCHIVE,0,0,521104,524288,2021-10-06T13:52:51.975130+00:00,2021-10-06T13:52:51.975130+00:00,2022-11-05T20:05:07.329224+00:00,2022-10-19T01:00:05.722984+00:00
32752,Unchecked,Index Slack,/Windows/WinSxS/Temp/InFlight/515edae3b705d90102000000d80bf815/amd64_microsoft-windows-systemreset_31bf3856ad364e35_10.0.19041.1266_none_5fd6523a3130632d/SYSTEM~1.EXE,ARCHIVE,0,0,521104,524288,2021-10-06T13:52:51.975130+00:00,2021-10-06T13:52:51.975130+00:00,2022-11-05T20:05:07.329224+00:00,2022-10-19T01:00:05.722984+00:00
32753,Unchecked,Index Slack,/Windows/WinSxS/Temp/InFlight/515edae3b705d90102000000d80bf815/amd64_microsoft-windows-systemreset_31bf3856ad364e35_10.0.19041.1266_none_5fd6523a3130632d/SYSTEM~1.EXE,ARCHIVE,0,0,521104,524288,2021-10-06T13:52:51.975130+00:00,2021-10-06T13:52:51.975130+00:00,2022-11-05T20:05:07.329224+00:00,2022-10-19T01:00:05.722984+00:00
32754,Unchecked,Index Slack,/Windows/WinSxS/Temp/InFlight/515edae3b705d90102000000d80bf815/amd64_microsoft-windows-systemreset_31bf3856ad364e35_10.0.19041.1266_none_5fd6523a3130632d/SYSTEM~1.EXE,ARCHIVE,69,0,521104,524288,2021-10-06T13:52:51.975130+00:00,2021-10-06T13:52:51.975130+00:00,2022-11-05T20:05:07.329224+00:00,2022-10-19T01:00:05.722984+00:00
32755,Unchecked,Index Slack,/Windows/WinSxS/Temp/InFlight/515edae3b705d90102000000d80bf815/amd64_microsoft-windows-systemreset_31bf3856ad364e35_10.0.19041.1266_none_5fd6523a3130632d/SYSTEM~1.EXE,ARCHIVE,8589934608,0,521104,524288,2021-10-06T13:52:51.975130+00:00,2021-10-06T13:52:51.975130+00:00,2022-11-05T20:05:07.329224+00:00,2022-10-19T01:00:05.722984+00:00
32756,Unchecked,Index Slack,/Windows/WinSxS/Temp/InFlight/515edae3b705d90102000000d80bf815/amd64_microsoft-windows-systemreset_31bf3856ad364e35_10.0.19041.1266_none_5fd6523a3130632d/SYSTEM~1.EXE,ARCHIVE,0,0,521104,524288,2021-10-06T13:52:51.975130+00:00,2021-10-06T13:52:51.975130+00:00,2022-11-05T20:05:07.329224+00:00,2022-10-19T01:00:05.722984+00:00
32757,Unchecked,Index Slack,/Windows/WinSxS/Temp/InFlight/515edae3b705d90102000000d80bf815/amd64_microsoft-windows-systemreset_31bf3856ad364e35_10.0.19041.1266_none_5fd6523a3130632d/SYSTEM~1.EXE,ARCHIVE,0,0,521104,524288,2021-10-06T13:52:51.975130+00:00,2021-10-06T13:52:51.975130+00:00,2022-11-05T20:05:07.329224+00:00,2022-10-19T01:00:05.722984+00:00
32758,Unchecked,Index Slack,/Windows/WinSxS/Temp/InFlight/515edae3b705d90102000000d80bf815/amd64_microsoft-windows-systemreset_31bf3856ad364e35_10.0.19041.1266_none_5fd6523a3130632d/SYSTEM~1.EXE,ARCHIVE,0,0,521104,524288,2021-10-06T13:52:51.975130+00:00,2021-10-06T13:52:51.975130+00:00,2022-11-05T20:05:07.329224+00:00,2022-10-19T01:00:05.722984+00:00
32759,Unchecked,Index Slack,/Windows/WinSxS/Temp/InFlight/515edae3b705d90102000000d80bf815/amd64_microsoft-windows-systemreset_31bf3856ad364e35_10.0.19041.1266_none_5fd6523a3130632d/SYSTEM~1.EXE,ARCHIVE,0,0,521104,524288,2021-10-06T13:52:51.975130+00:00,2021-10-06T13:52:51.975130+00:00,2022-11-05T20:05:07.329224+00:00,2022-10-19T01:00:05.722984+00:00
32760,Unchecked,Index Slack,/Windows/WinSxS/Temp/InFlight/515edae3b705d90102000000d80bf815/amd64_microsoft-windows-systemreset_31bf3856ad364e35_10.0.19041.1266_none_5fd6523a3130632d/SYSTEM~1.EXE,ARCHIVE,0,0,521104,524288,2021-10-06T13:52:51.975130+00:00,2021-10-06T13:52:51.975130+00:00,2022-11-05T20:05:07.329224+00:00,2022-10-19T01:00:05.722984+00:00
32761,Unchecked,Index Slack,/Windows/WinSxS/Temp/InFlight/515edae3b705d90102000000d80bf815/amd64_microsoft-windows-systemreset_31bf3856ad364e35_10.0.19041.1266_none_5fd6523a3130632d/SYSTEM~1.EXE,ARCHIVE,0,0,521104,524288,2021-10-06T13:52:51.975130+00:00,2021-10-06T13:52:51.975130+00:00,2022-11-05T20:05:07.329224+00:00,2022-10-19T01:00:05.722984+00:00
32762,Unchecked,Index Slack,/Windows/WinSxS/Temp/InFlight/515edae3b705d90102000000d80bf815/amd64_microsoft-windows-systemreset_31bf3856ad364e35_10.0.19041.1266_none_5fd6523a3130632d/f/systemreset.exe,ARCHIVE,0,0,16058,16384,2021-10-06T13:52:48.975118+00:00,2021-10-06T13:52:48.975118+00:00,2022-11-05T20:05:07.195582+00:00,2022-10-19T04:09:09.380432+00:00
32763,Unchecked,Index Slack,/Windows/WinSxS/Temp/InFlight/515edae3b705d90102000000d80bf815/amd64_microsoft-windows-systemreset_31bf3856ad364e35_10.0.19041.1266_none_5fd6523a3130632d/f/SYSTEM~1.EXE,ARCHIVE,0,0,16058,16384,2021-10-06T13:52:48.975118+00:00,2021-10-06T13:52:48.975118+00:00,2022-11-05T20:05:07.195582+00:00,2022-10-19T04:09:09.380432+00:00
32764,Unchecked,Index Slack,/Windows/WinSxS/Temp/InFlight/515edae3b705d90102000000d80bf815/amd64_microsoft-windows-systemreset_31bf3856ad364e35_10.0.19041.1266_none_5fd6523a3130632d/f/SYSTEM~1.EXE,ARCHIVE,0,0,16058,16384,2021-10-06T13:52:48.975118+00:00,2021-10-06T13:52:48.975118+00:00,2022-11-05T20:05:07.195582+00:00,2022-10-19T04:09:09.380432+00:00
32765,Unchecked,Index Slack,/Windows/WinSxS/Temp/InFlight/515edae3b705d90102000000d80bf815/amd64_microsoft-windows-systemreset_31bf3856ad364e35_10.0.19041.1266_none_5fd6523a3130632d/f/SYSTEM~1.EXE,ARCHIVE,0,0,16058,16384,2021-10-06T13:52:48.975118+00:00,2021-10-06T13:52:48.975118+00:00,2022-11-05T20:05:07.195582+00:00,2022-10-19T04:09:09.380432+00:00
32766,Unchecked,Index Slack,/Windows/WinSxS/Temp/InFlight/515edae3b705d90102000000d80bf815/amd64_microsoft-windows-systemreset_31bf3856ad364e35_10.0.19041.1266_none_5fd6523a3130632d/f/SYSTEM~1.EXE,ARCHIVE,8589934608,0,16058,16384,2021-10-06T13:52:48.975118+00:00,2021-10-06T13:52:48.975118+00:00,2022-11-05T20:05:07.195582+00:00,2022-10-19T04:09:09.380432+00:00
32767,Unchecked,Index Slack,/Windows/WinSxS/Temp/InFlight/515edae3b705d90102000000d80bf815/amd64_microsoft-windows-systemreset_31bf3856ad364e35_10.0.19041.1266_none_5fd6523a3130632d/f/SYSTEM~1.EXE,ARCHIVE,0,0,16058,16384,2021-10-06T13:52:48.975118+00:00,2021-10-06T13:52:48.975118+00:00,2022-11-05T20:05:07.195582+00:00,2022-10-19T04:09:09.380432+00:00
32768,Unchecked,Index Slack,/Windows/WinSxS/Temp/InFlight/515edae3b705d90102000000d80bf815/amd64_microsoft-windows-systemreset_31bf3856ad364e35_10.0.19041.1266_none_5fd6523a3130632d/f/SYSTEM~1.EXE,ARCHIVE,0,0,16058,16384,2021-10-06T13:52:48.975118+00:00,2021-10-06T13:52:48.975118+00:00,2022-11-05T20:05:07.195582+00:00,2022-10-19T04:09:09.380432+00:00
32769,Unchecked,Index Slack,/Windows/WinSxS/Temp/InFlight/515edae3b705d90102000000d80bf815/amd64_microsoft-windows-systemreset_31bf3856ad364e35_10.0.19041.1266_none_5fd6523a3130632d/f/SYSTEM~1.EXE,ARCHIVE,0,0,16058,16384,2021-10-06T13:52:48.975118+00:00,2021-10-06T13:52:48.975118+00:00,2022-11-05T20:05:07.195582+00:00,2022-10-19T04:09:09.380432+00:00
32770,Unchecked,Index Slack,/Windows/WinSxS/Temp/InFlight/515edae3b705d90102000000d80bf815/amd64_microsoft-windows-systemreset_31bf3856ad364e35_10.0.19041.1266_none_5fd6523a3130632d/f/SYSTEM~1.EXE,ARCHIVE,0,0,16058,16384,2021-10-06T13:52:48.975118+00:00,2021-10-06T13:52:48.975118+00:00,2022-11-05T20:05:07.195582+00:00,2022-10-19T04:09:09.380432+00:00
32771,Unchecked,Index Slack,/Windows/WinSxS/Temp/InFlight/515edae3b705d90102000000d80bf815/amd64_microsoft-windows-systemreset_31bf3856ad364e35_10.0.19041.1266_none_5fd6523a3130632d/f/SYSTEM~1.EXE,ARCHIVE,0,0,16058,16384,2021-10-06T13:52:48.975118+00:00,2021-10-06T13:52:48.975118+00:00,2022-11-05T20:05:07.195582+00:00,2022-10-19T04:09:09.380432+00:00
32772,Unchecked,Index Slack,/Windows/WinSxS/Temp/InFlight/515edae3b705d90102000000d80bf815/amd64_microsoft-windows-systemreset_31bf3856ad364e35_10.0.19041.1266_none_5fd6523a3130632d/f/SYSTEM~1.EXE,ARCHIVE,0,0,16058,16384,2021-10-06T13:52:48.975118+00:00,2021-10-06T13:52:48.975118+00:00,2022-11-05T20:05:07.195582+00:00,2022-10-19T04:09:09.380432+00:00
32773,Unchecked,Index Slack,/Windows/WinSxS/Temp/InFlight/515edae3b705d90102000000d80bf815/amd64_microsoft-windows-systemreset_31bf3856ad364e35_10.0.19041.1266_none_5fd6523a3130632d/r/systemreset.exe,ARCHIVE,0,0,14595,16384,2021-10-06T13:52:48.975118+00:00,2021-10-06T13:52:48.975118+00:00,2022-11-05T20:05:07.218522+00:00,2022-10-19T04:09:09.380432+00:00
32774,Unchecked,Index Slack,/Windows/WinSxS/Temp/InFlight/515edae3b705d90102000000d80bf815/amd64_microsoft-windows-systemreset_31bf3856ad364e35_10.0.19041.1266_none_5fd6523a3130632d/r/SYSTEM~1.EXE,ARCHIVE,0,0,14595,16384,2021-10-06T13:52:48.975118+00:00,2021-10-06T13:52:48.975118+00:00,2022-11-05T20:05:07.218522+00:00,2022-10-19T04:09:09.380432+00:00
32775,Unchecked,Index Slack,/Windows/WinSxS/Temp/InFlight/515edae3b705d90102000000d80bf815/amd64_microsoft-windows-systemreset_31bf3856ad364e35_10.0.19041.1266_none_5fd6523a3130632d/r/SYSTEM~1.EXE,ARCHIVE,0,0,14595,16384,2021-10-06T13:52:48.975118+00:00,2021-10-06T13:52:48.975118+00:00,2022-11-05T20:05:07.218522+00:00,2022-10-19T04:09:09.380432+00:00
